,team,home_wins,away_wins,total_wins,home_losses,away_losses,total_losses,home_draws,away_draws,total_draws,home_games_played,away_games_played,total_games_played,home_win_pct,home_unbeaten_pct,away_win_pct,away_unbeaten_pct,win_pct,unbeaten_pct,home_friendly_wins,away_friendly_wins,total_friendly_wins,home_friendly_losses,away_friendly_losses,total_friendly_losses,home_friendly_draws,away_friendly_draws,total_friendly_draws,home_friendly_games_played,away_friendly_games_played,total_friendly_games_played,home_friendly_win_pct,home_friendly_unbeaten_pct,away_friendly_win_pct,away_friendly_unbeaten_pct,friendly_win_pct,friendly_unbeaten_pct,tournament_wins,tournament_losses,tournament_draws,tournament_games_played,tournament_win_pct,tournament_unbeaten_pct,home_goals_for,average_home_goals_for,home_goals_against,average_home_goals_against,home_goal_difference,average_home_goal_difference,away_goals_for,average_away_goals_for,away_goals_against,average_away_goals_against,away_goal_difference,average_away_goal_difference,goals_for,average_goals_for,goal_difference,average_goal_difference,goals_against,average_goals_against,friendly_home_goals_for,average_friendly_home_goals_for,friendly_home_goals_against,average_friendly_home_goals_against,friendly_home_goal_difference,average_friendly_home_goal_difference,friendly_away_goals_for,average_friendly_away_goals_for,friendly_away_goals_against,average_friendly_away_goals_against,friendly_away_goal_difference,average_friendly_away_goal_difference,friendly_goals_for,average_friendly_goals_for,friendly_goals_against,average_friendly_goals_against,friendly_goal_difference,friendly_average_goal_difference,tournament_goals_for,average_tournament_goals_for,tournament_goals_against,average_tournament_goals_against,tournament_goal_difference,average_tournament_goal_difference
0,Abkhazia,11.0,3.0,14.0,3.0,2.0,5.0,8.0,5.0,13.0,22.0,10.0,32.0,0.5,0.8636363636363636,0.3,0.8,0.4375,0.84375,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,5.0,1.0,6.0,0.4,0.8,0.0,0.0,0.3333333333333333,0.6666666666666666,12.0,3.0,11.0,26.0,0.46153846153846156,0.8846153846153846,39.0,1.7727272727272727,13.0,0.5909090909090909,26.0,1.1818181818181817,12.0,1.2,13.0,1.3,-1.0,-0.10000000000000009,51.0,1.59375,25.0,0.78125,26.0,0.8125,4.0,0.8,3.0,0.6,1.0,0.20000000000000007,0.0,0.0,3.0,3.0,-3.0,-3.0,4.0,0.6666666666666666,6.0,1.0,-2.0,-0.3333333333333333,47.0,1.8076923076923077,20.0,0.7692307692307693,27.0,1.0384615384615385
1,Afghanistan,18.0,17.0,35.0,17.0,52.0,69.0,10.0,21.0,31.0,45.0,90.0,135.0,0.4,0.6222222222222222,0.18888888888888888,0.4222222222222222,0.25925925925925924,0.4888888888888889,5.0,3.0,8.0,3.0,14.0,17.0,2.0,6.0,8.0,10.0,23.0,33.0,0.5,0.7,0.13043478260869565,0.391304347826087,0.24242424242424243,0.48484848484848486,27.0,52.0,23.0,102.0,0.2647058823529412,0.49019607843137253,55.0,1.2222222222222223,69.0,1.5333333333333334,-14.0,-0.3111111111111111,83.0,0.9222222222222223,208.0,2.311111111111111,-125.0,-1.3888888888888886,138.0,1.0222222222222221,-139.0,-1.0296296296296297,277.0,2.051851851851852,11.0,1.1,11.0,1.1,0.0,0.0,18.0,0.782608695652174,38.0,1.6521739130434783,-20.0,-0.8695652173913043,29.0,0.8787878787878788,49.0,1.4848484848484849,-20.0,-0.6060606060606061,109.0,1.0686274509803921,228.0,2.235294117647059,-119.0,-1.1666666666666667
2,Albania,73.0,27.0,100.0,78.0,115.0,193.0,46.0,34.0,80.0,197.0,176.0,373.0,0.37055837563451777,0.6040609137055838,0.1534090909090909,0.3465909090909091,0.2680965147453083,0.48257372654155495,33.0,8.0,41.0,16.0,27.0,43.0,17.0,13.0,30.0,66.0,48.0,114.0,0.5,0.7575757575757576,0.16666666666666666,0.4375,0.35964912280701755,0.6228070175438597,59.0,150.0,50.0,259.0,0.2277992277992278,0.42084942084942084,224.0,1.1370558375634519,220.0,1.116751269035533,4.0,0.020304568527918843,127.0,0.7215909090909091,345.0,1.9602272727272727,-218.0,-1.2386363636363638,351.0,0.9410187667560321,-214.0,-0.5737265415549598,565.0,1.5147453083109919,90.0,1.3636363636363635,53.0,0.803030303030303,37.0,0.5606060606060606,45.0,0.9375,87.0,1.8125,-42.0,-0.875,135.0,1.1842105263157894,140.0,1.2280701754385965,-5.0,-0.043859649122807015,216.0,0.833976833976834,425.0,1.640926640926641,-209.0,-0.806949806949807
3,Alderney,1.0,4.0,5.0,46.0,82.0,128.0,1.0,1.0,2.0,48.0,87.0,135.0,0.020833333333333332,0.041666666666666664,0.04597701149425287,0.05747126436781609,0.037037037037037035,0.05185185185185185,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,5.0,126.0,1.0,132.0,0.03787878787878788,0.045454545454545456,20.0,0.4166666666666667,199.0,4.145833333333333,-179.0,-3.7291666666666665,53.0,0.6091954022988506,421.0,4.839080459770115,-368.0,-4.2298850574712645,73.0,0.5407407407407407,-547.0,-4.051851851851852,620.0,4.592592592592593,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,11.0,5.5,-9.0,-4.5,3.0,1.0,12.0,4.0,-9.0,-3.0,70.0,0.5303030303030303,608.0,4.606060606060606,-538.0,-4.075757575757576
4,Algeria,191.0,73.0,264.0,60.0,103.0,163.0,82.0,75.0,157.0,333.0,251.0,584.0,0.5735735735735735,0.8198198198198198,0.2908366533864542,0.5896414342629482,0.4520547945205479,0.7208904109589042,67.0,26.0,93.0,35.0,34.0,69.0,38.0,26.0,64.0,140.0,86.0,226.0,0.4785714285714286,0.75,0.3023255813953488,0.6046511627906976,0.41150442477876104,0.6946902654867256,171.0,94.0,93.0,358.0,0.4776536312849162,0.7374301675977654,626.0,1.87987987987988,281.0,0.8438438438438438,345.0,1.0360360360360361,252.0,1.00398406374502,312.0,1.2430278884462151,-60.0,-0.23904382470119523,878.0,1.5034246575342465,285.0,0.488013698630137,593.0,1.0154109589041096,223.0,1.5928571428571427,136.0,0.9714285714285714,87.0,0.6214285714285713,74.0,0.8604651162790697,103.0,1.197674418604651,-29.0,-0.33720930232558133,297.0,1.3141592920353982,239.0,1.0575221238938053,58.0,0.25663716814159293,581.0,1.6229050279329609,354.0,0.9888268156424581,227.0,0.6340782122905028
5,American Samoa,3.0,1.0,4.0,19.0,27.0,46.0,2.0,0.0,2.0,24.0,28.0,52.0,0.125,0.20833333333333334,0.03571428571428571,0.03571428571428571,0.07692307692307693,0.11538461538461539,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,2.0,51.0,0.0784313725490196,0.11764705882352941,18.0,0.75,145.0,6.041666666666667,-127.0,-5.291666666666667,13.0,0.4642857142857143,199.0,7.107142857142857,-186.0,-6.642857142857142,31.0,0.5961538461538461,-313.0,-6.019230769230769,344.0,6.615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,-6.0,-6.0,0.0,0.0,6.0,6.0,-6.0,-6.0,31.0,0.6078431372549019,338.0,6.627450980392157,-307.0,-6.019607843137255
6,Andalusia,7.0,1.0,8.0,1.0,0.0,1.0,4.0,0.0,4.0,12.0,1.0,13.0,0.5833333333333334,0.9166666666666666,1.0,1.0,0.6153846153846154,0.9230769230769231,7.0,1.0,8.0,1.0,0.0,1.0,4.0,0.0,4.0,12.0,1.0,13.0,0.5833333333333334,0.9166666666666666,1.0,1.0,0.6153846153846154,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.9166666666666667,13.0,1.0833333333333333,10.0,0.8333333333333335,2.0,2.0,1.0,1.0,1.0,1.0,25.0,1.9230769230769231,11.0,0.8461538461538461,14.0,1.0769230769230769,23.0,1.9166666666666667,13.0,1.0833333333333333,10.0,0.8333333333333335,2.0,2.0,1.0,1.0,1.0,1.0,25.0,1.9230769230769231,14.0,1.0769230769230769,11.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0
7,Andorra,10.0,2.0,12.0,79.0,88.0,167.0,16.0,11.0,27.0,105.0,101.0,206.0,0.09523809523809523,0.24761904761904763,0.019801980198019802,0.12871287128712872,0.05825242718446602,0.18932038834951456,5.0,0.0,5.0,18.0,18.0,36.0,6.0,4.0,10.0,29.0,22.0,51.0,0.1724137931034483,0.3793103448275862,0.0,0.18181818181818182,0.09803921568627451,0.29411764705882354,7.0,131.0,17.0,155.0,0.04516129032258064,0.15483870967741936,39.0,0.37142857142857144,216.0,2.057142857142857,-177.0,-1.6857142857142855,29.0,0.2871287128712871,289.0,2.8613861386138613,-260.0,-2.5742574257425743,68.0,0.3300970873786408,-437.0,-2.121359223300971,505.0,2.4514563106796117,13.0,0.4482758620689655,40.0,1.3793103448275863,-27.0,-0.9310344827586208,5.0,0.22727272727272727,57.0,2.590909090909091,-52.0,-2.3636363636363638,18.0,0.35294117647058826,97.0,1.9019607843137254,-79.0,-1.5490196078431373,50.0,0.3225806451612903,408.0,2.632258064516129,-358.0,-2.3096774193548386
8,Angola,92.0,41.0,133.0,37.0,85.0,122.0,62.0,77.0,139.0,191.0,203.0,394.0,0.4816753926701571,0.806282722513089,0.2019704433497537,0.5812807881773399,0.33756345177664976,0.6903553299492385,27.0,15.0,42.0,16.0,27.0,43.0,30.0,28.0,58.0,73.0,70.0,143.0,0.3698630136986301,0.7808219178082192,0.21428571428571427,0.6142857142857143,0.2937062937062937,0.6993006993006993,91.0,79.0,81.0,251.0,0.36254980079681276,0.6852589641434262,276.0,1.4450261780104712,161.0,0.8429319371727748,115.0,0.6020942408376964,169.0,0.8325123152709359,249.0,1.2266009852216748,-80.0,-0.3940886699507389,445.0,1.1294416243654823,35.0,0.08883248730964467,410.0,1.0406091370558375,80.0,1.095890410958904,66.0,0.9041095890410958,14.0,0.1917808219178082,63.0,0.9,88.0,1.2571428571428571,-25.0,-0.3571428571428571,143.0,1.0,154.0,1.0769230769230769,-11.0,-0.07692307692307693,302.0,1.203187250996016,256.0,1.0199203187250996,46.0,0.18326693227091634
9,Anguilla,2.0,2.0,4.0,21.0,43.0,64.0,4.0,5.0,9.0,27.0,50.0,77.0,0.07407407407407407,0.2222222222222222,0.04,0.14,0.05194805194805195,0.16883116883116883,0.0,2.0,2.0,4.0,7.0,11.0,1.0,1.0,2.0,5.0,10.0,15.0,0.0,0.2,0.2,0.3,0.13333333333333333,0.26666666666666666,2.0,53.0,7.0,62.0,0.03225806451612903,0.14516129032258066,15.0,0.5555555555555556,73.0,2.7037037037037037,-58.0,-2.148148148148148,27.0,0.54,235.0,4.7,-208.0,-4.16,42.0,0.5454545454545454,-266.0,-3.4545454545454546,308.0,4.0,3.0,0.6,8.0,1.6,-5.0,-1.0,9.0,0.9,33.0,3.3,-24.0,-2.4,12.0,0.8,41.0,2.7333333333333334,-29.0,-1.9333333333333333,30.0,0.4838709677419355,267.0,4.306451612903226,-237.0,-3.8225806451612905
10,Antigua and Barbuda,52.0,19.0,71.0,48.0,60.0,108.0,22.0,18.0,40.0,122.0,97.0,219.0,0.4262295081967213,0.6065573770491803,0.1958762886597938,0.38144329896907214,0.3242009132420091,0.5068493150684932,18.0,3.0,21.0,11.0,15.0,26.0,7.0,7.0,14.0,36.0,25.0,61.0,0.5,0.6944444444444444,0.12,0.4,0.3442622950819672,0.5737704918032787,50.0,82.0,26.0,158.0,0.31645569620253167,0.4810126582278481,186.0,1.5245901639344261,171.0,1.401639344262295,15.0,0.12295081967213117,116.0,1.1958762886597938,228.0,2.350515463917526,-112.0,-1.154639175257732,302.0,1.3789954337899544,-97.0,-0.4429223744292237,399.0,1.821917808219178,53.0,1.4722222222222223,37.0,1.0277777777777777,16.0,0.44444444444444464,27.0,1.08,59.0,2.36,-32.0,-1.2799999999999998,80.0,1.3114754098360655,96.0,1.5737704918032787,-16.0,-0.26229508196721313,222.0,1.4050632911392404,303.0,1.9177215189873418,-81.0,-0.5126582278481012
11,Arameans Suryoye,1.0,4.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,7.0,10.0,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,10.0,0.5,0.7,6.0,2.0,4.0,1.3333333333333333,2.0,0.6666666666666667,10.0,1.4285714285714286,8.0,1.1428571428571428,2.0,0.2857142857142858,16.0,1.6,4.0,0.4,12.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.6,12.0,1.2,4.0,0.4
12,Argentina,390.0,179.0,569.0,70.0,146.0,216.0,125.0,129.0,254.0,585.0,454.0,1039.0,0.6666666666666666,0.8803418803418803,0.394273127753304,0.6784140969162996,0.5476419634263715,0.7921077959576516,114.0,84.0,198.0,15.0,58.0,73.0,39.0,60.0,99.0,168.0,202.0,370.0,0.6785714285714286,0.9107142857142857,0.4158415841584158,0.7128712871287128,0.5351351351351351,0.8027027027027027,371.0,143.0,155.0,669.0,0.554559043348281,0.7862481315396114,1305.0,2.230769230769231,498.0,0.8512820512820513,807.0,1.3794871794871795,658.0,1.449339207048458,564.0,1.2422907488986785,94.0,0.20704845814977957,1963.0,1.8893166506256016,901.0,0.8671799807507219,1062.0,1.0221366698748797,358.0,2.130952380952381,123.0,0.7321428571428571,235.0,1.3988095238095237,305.0,1.50990099009901,236.0,1.1683168316831682,69.0,0.34158415841584167,663.0,1.7918918918918918,359.0,0.9702702702702702,304.0,0.8216216216216217,1300.0,1.9431988041853512,703.0,1.0508221225710015,597.0,0.8923766816143498
13,Armenia,39.0,22.0,61.0,53.0,84.0,137.0,30.0,23.0,53.0,122.0,129.0,251.0,0.319672131147541,0.5655737704918032,0.17054263565891473,0.3488372093023256,0.24302788844621515,0.4541832669322709,15.0,5.0,20.0,12.0,25.0,37.0,9.0,8.0,17.0,36.0,38.0,74.0,0.4166666666666667,0.6666666666666666,0.13157894736842105,0.34210526315789475,0.2702702702702703,0.5,41.0,100.0,36.0,177.0,0.23163841807909605,0.4350282485875706,139.0,1.139344262295082,185.0,1.5163934426229508,-46.0,-0.3770491803278688,113.0,0.875968992248062,263.0,2.0387596899224807,-150.0,-1.1627906976744187,252.0,1.00398406374502,-196.0,-0.7808764940239044,448.0,1.7848605577689243,48.0,1.3333333333333333,46.0,1.2777777777777777,2.0,0.05555555555555558,29.0,0.7631578947368421,90.0,2.3684210526315788,-61.0,-1.6052631578947367,77.0,1.0405405405405406,136.0,1.837837837837838,-59.0,-0.7972972972972973,175.0,0.9887005649717514,312.0,1.7627118644067796,-137.0,-0.7740112994350282
14,Artsakh,4.0,2.0,6.0,2.0,1.0,3.0,1.0,1.0,2.0,7.0,4.0,11.0,0.5714285714285714,0.7142857142857143,0.5,0.75,0.5454545454545454,0.7272727272727273,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.5,1.0,5.0,3.0,1.0,9.0,0.5555555555555556,0.6666666666666666,12.0,1.7142857142857142,9.0,1.2857142857142858,3.0,0.4285714285714284,20.0,5.0,5.0,1.25,15.0,3.75,32.0,2.909090909090909,18.0,1.6363636363636365,14.0,1.2727272727272727,3.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,0.5,3.0,1.5,28.0,3.111111111111111,13.0,1.4444444444444444,15.0,1.6666666666666667
15,Aruba,21.0,7.0,28.0,33.0,47.0,80.0,14.0,14.0,28.0,68.0,68.0,136.0,0.3088235294117647,0.5147058823529411,0.10294117647058823,0.3088235294117647,0.20588235294117646,0.4117647058823529,7.0,3.0,10.0,11.0,17.0,28.0,10.0,6.0,16.0,28.0,26.0,54.0,0.25,0.6071428571428571,0.11538461538461539,0.34615384615384615,0.18518518518518517,0.48148148148148145,18.0,52.0,12.0,82.0,0.21951219512195122,0.36585365853658536,106.0,1.5588235294117647,143.0,2.1029411764705883,-37.0,-0.5441176470588236,72.0,1.0588235294117647,180.0,2.6470588235294117,-108.0,-1.588235294117647,178.0,1.3088235294117647,-145.0,-1.0661764705882353,323.0,2.375,43.0,1.5357142857142858,56.0,2.0,-13.0,-0.4642857142857142,30.0,1.1538461538461537,67.0,2.576923076923077,-37.0,-1.4230769230769234,73.0,1.3518518518518519,123.0,2.2777777777777777,-50.0,-0.9259259259259259,105.0,1.2804878048780488,200.0,2.4390243902439024,-95.0,-1.1585365853658536
16,Australia,181.0,103.0,284.0,75.0,82.0,157.0,59.0,59.0,118.0,315.0,244.0,559.0,0.5746031746031746,0.7619047619047619,0.42213114754098363,0.6639344262295082,0.5080500894454383,0.7191413237924866,67.0,53.0,120.0,53.0,42.0,95.0,35.0,23.0,58.0,155.0,118.0,273.0,0.432258064516129,0.6580645161290323,0.4491525423728814,0.6440677966101694,0.43956043956043955,0.652014652014652,164.0,62.0,60.0,286.0,0.5734265734265734,0.7832167832167832,736.0,2.3365079365079366,328.0,1.0412698412698413,408.0,1.2952380952380953,395.0,1.6188524590163935,274.0,1.1229508196721312,121.0,0.49590163934426235,1131.0,2.0232558139534884,529.0,0.9463327370304114,602.0,1.0769230769230769,227.0,1.4645161290322581,218.0,1.4064516129032258,9.0,0.058064516129032295,202.0,1.7118644067796611,136.0,1.152542372881356,66.0,0.5593220338983051,429.0,1.5714285714285714,354.0,1.2967032967032968,75.0,0.27472527472527475,702.0,2.4545454545454546,248.0,0.8671328671328671,454.0,1.5874125874125875
17,Austria,226.0,124.0,350.0,134.0,170.0,304.0,86.0,93.0,179.0,446.0,387.0,833.0,0.5067264573991032,0.6995515695067265,0.32041343669250644,0.5607235142118863,0.42016806722689076,0.6350540216086434,121.0,65.0,186.0,87.0,92.0,179.0,51.0,58.0,109.0,259.0,215.0,474.0,0.4671814671814672,0.6640926640926641,0.3023255813953488,0.5720930232558139,0.3924050632911392,0.6223628691983122,164.0,125.0,70.0,359.0,0.4568245125348189,0.6518105849582173,885.0,1.984304932735426,589.0,1.3206278026905829,296.0,0.6636771300448432,593.0,1.5322997416020672,701.0,1.8113695090439277,-108.0,-0.2790697674418605,1478.0,1.7743097238895558,188.0,0.22569027611044418,1290.0,1.5486194477791115,494.0,1.9073359073359073,382.0,1.4749034749034748,112.0,0.43243243243243246,358.0,1.6651162790697673,418.0,1.9441860465116279,-60.0,-0.2790697674418605,852.0,1.7974683544303798,800.0,1.6877637130801688,52.0,0.10970464135021098,626.0,1.743732590529248,490.0,1.3649025069637883,136.0,0.3788300835654596
18,Azerbaijan,37.0,21.0,58.0,57.0,98.0,155.0,44.0,31.0,75.0,138.0,150.0,288.0,0.26811594202898553,0.5869565217391305,0.14,0.3466666666666667,0.2013888888888889,0.4618055555555556,21.0,15.0,36.0,13.0,34.0,47.0,22.0,18.0,40.0,56.0,67.0,123.0,0.375,0.7678571428571429,0.22388059701492538,0.4925373134328358,0.2926829268292683,0.6178861788617886,22.0,108.0,35.0,165.0,0.13333333333333333,0.34545454545454546,124.0,0.8985507246376812,161.0,1.1666666666666667,-37.0,-0.2681159420289856,94.0,0.6266666666666667,309.0,2.06,-215.0,-1.4333333333333333,218.0,0.7569444444444444,-252.0,-0.875,470.0,1.6319444444444444,59.0,1.0535714285714286,46.0,0.8214285714285714,13.0,0.2321428571428572,59.0,0.8805970149253731,101.0,1.507462686567164,-42.0,-0.626865671641791,118.0,0.959349593495935,147.0,1.1951219512195121,-29.0,-0.23577235772357724,100.0,0.6060606060606061,323.0,1.9575757575757575,-223.0,-1.3515151515151516
19,Bahamas,9.0,4.0,13.0,13.0,20.0,33.0,6.0,3.0,9.0,28.0,27.0,55.0,0.32142857142857145,0.5357142857142857,0.14814814814814814,0.25925925925925924,0.23636363636363636,0.4,2.0,0.0,2.0,3.0,2.0,5.0,0.0,0.0,0.0,5.0,2.0,7.0,0.4,0.4,0.0,0.0,0.2857142857142857,0.2857142857142857,11.0,28.0,9.0,48.0,0.22916666666666666,0.4166666666666667,39.0,1.3928571428571428,62.0,2.2142857142857144,-23.0,-0.8214285714285716,23.0,0.8518518518518519,104.0,3.8518518518518516,-81.0,-3.0,62.0,1.1272727272727272,-104.0,-1.8909090909090909,166.0,3.018181818181818,11.0,2.2,13.0,2.6,-2.0,-0.3999999999999999,0.0,0.0,12.0,6.0,-12.0,-6.0,11.0,1.5714285714285714,25.0,3.5714285714285716,-14.0,-2.0,51.0,1.0625,141.0,2.9375,-90.0,-1.875
20,Bahrain,139.0,61.0,200.0,110.0,100.0,210.0,90.0,58.0,148.0,339.0,219.0,558.0,0.41002949852507375,0.6755162241887905,0.2785388127853881,0.54337899543379,0.35842293906810035,0.6236559139784946,57.0,16.0,73.0,44.0,24.0,68.0,36.0,15.0,51.0,137.0,55.0,192.0,0.41605839416058393,0.6788321167883211,0.2909090909090909,0.5636363636363636,0.3802083333333333,0.6458333333333334,127.0,142.0,97.0,366.0,0.3469945355191257,0.6120218579234973,486.0,1.4336283185840708,380.0,1.12094395280236,106.0,0.3126843657817109,215.0,0.9817351598173516,338.0,1.54337899543379,-123.0,-0.5616438356164384,701.0,1.2562724014336917,-17.0,-0.03046594982078853,718.0,1.2867383512544803,193.0,1.4087591240875912,156.0,1.1386861313868613,37.0,0.27007299270072993,66.0,1.2,90.0,1.6363636363636365,-24.0,-0.4363636363636365,259.0,1.3489583333333333,246.0,1.28125,13.0,0.06770833333333333,442.0,1.2076502732240437,472.0,1.289617486338798,-30.0,-0.08196721311475409
21,Bangladesh,49.0,26.0,75.0,64.0,88.0,152.0,41.0,21.0,62.0,154.0,135.0,289.0,0.3181818181818182,0.5844155844155844,0.1925925925925926,0.34814814814814815,0.25951557093425603,0.4740484429065744,11.0,6.0,17.0,9.0,8.0,17.0,11.0,9.0,20.0,31.0,23.0,54.0,0.3548387096774194,0.7096774193548387,0.2608695652173913,0.6521739130434783,0.3148148148148148,0.6851851851851852,58.0,135.0,42.0,235.0,0.24680851063829787,0.425531914893617,173.0,1.1233766233766234,237.0,1.5389610389610389,-64.0,-0.4155844155844155,88.0,0.6518518518518519,297.0,2.2,-209.0,-1.5481481481481483,261.0,0.903114186851211,-273.0,-0.9446366782006921,534.0,1.8477508650519032,34.0,1.096774193548387,28.0,0.9032258064516129,6.0,0.19354838709677413,19.0,0.8260869565217391,37.0,1.608695652173913,-18.0,-0.782608695652174,53.0,0.9814814814814815,65.0,1.2037037037037037,-12.0,-0.2222222222222222,208.0,0.8851063829787233,469.0,1.995744680851064,-261.0,-1.1106382978723404
22,Barawa,3.0,0.0,3.0,8.0,1.0,9.0,0.0,0.0,0.0,11.0,1.0,12.0,0.2727272727272727,0.2727272727272727,0.0,0.0,0.25,0.25,1.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,4.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.25,0.25,2.0,6.0,0.0,8.0,0.25,0.25,16.0,1.4545454545454546,41.0,3.727272727272727,-25.0,-2.2727272727272725,0.0,0.0,5.0,5.0,-5.0,-5.0,16.0,1.3333333333333333,-30.0,-2.5,46.0,3.8333333333333335,7.0,2.3333333333333335,11.0,3.6666666666666665,-4.0,-1.333333333333333,0.0,0.0,5.0,5.0,-5.0,-5.0,7.0,1.75,16.0,4.0,-9.0,-2.25,9.0,1.125,30.0,3.75,-21.0,-2.625
23,Barbados,61.0,28.0,89.0,60.0,73.0,133.0,48.0,16.0,64.0,169.0,117.0,286.0,0.3609467455621302,0.6449704142011834,0.23931623931623933,0.37606837606837606,0.3111888111888112,0.534965034965035,32.0,8.0,40.0,30.0,31.0,61.0,29.0,7.0,36.0,91.0,46.0,137.0,0.3516483516483517,0.6703296703296703,0.17391304347826086,0.32608695652173914,0.291970802919708,0.5547445255474452,49.0,72.0,28.0,149.0,0.3288590604026846,0.5167785234899329,231.0,1.3668639053254439,236.0,1.3964497041420119,-5.0,-0.029585798816567976,131.0,1.1196581196581197,257.0,2.1965811965811968,-126.0,-1.076923076923077,362.0,1.2657342657342658,-131.0,-0.458041958041958,493.0,1.7237762237762237,138.0,1.5164835164835164,140.0,1.5384615384615385,-2.0,-0.021978021978022122,38.0,0.8260869565217391,111.0,2.4130434782608696,-73.0,-1.5869565217391304,176.0,1.2846715328467153,251.0,1.832116788321168,-75.0,-0.5474452554744526,186.0,1.2483221476510067,242.0,1.6241610738255035,-56.0,-0.37583892617449666
24,Basque Country,22.0,16.0,38.0,5.0,4.0,9.0,6.0,5.0,11.0,33.0,25.0,58.0,0.6666666666666666,0.8484848484848485,0.64,0.84,0.6551724137931034,0.8448275862068966,22.0,16.0,38.0,5.0,4.0,9.0,6.0,5.0,11.0,33.0,25.0,58.0,0.6666666666666666,0.8484848484848485,0.64,0.84,0.6551724137931034,0.8448275862068966,0.0,0.0,0.0,0.0,0.0,0.0,85.0,2.5757575757575757,36.0,1.0909090909090908,49.0,1.4848484848484849,71.0,2.84,40.0,1.6,31.0,1.2399999999999998,156.0,2.689655172413793,80.0,1.3793103448275863,76.0,1.3103448275862069,85.0,2.5757575757575757,36.0,1.0909090909090908,49.0,1.4848484848484849,71.0,2.84,40.0,1.6,31.0,1.2399999999999998,156.0,2.689655172413793,76.0,1.3103448275862069,80.0,1.3793103448275863,0.0,0.0,0.0,0.0,0.0,0.0
25,Belarus,48.0,39.0,87.0,49.0,84.0,133.0,37.0,36.0,73.0,134.0,159.0,293.0,0.3582089552238806,0.6343283582089553,0.24528301886792453,0.4716981132075472,0.29692832764505117,0.5460750853242321,21.0,23.0,44.0,13.0,30.0,43.0,18.0,19.0,37.0,52.0,72.0,124.0,0.40384615384615385,0.75,0.3194444444444444,0.5833333333333334,0.3548387096774194,0.6532258064516129,43.0,90.0,36.0,169.0,0.25443786982248523,0.46745562130177515,172.0,1.2835820895522387,165.0,1.2313432835820894,7.0,0.052238805970149294,163.0,1.0251572327044025,261.0,1.6415094339622642,-98.0,-0.6163522012578617,335.0,1.1433447098976108,-91.0,-0.310580204778157,426.0,1.453924914675768,80.0,1.5384615384615385,59.0,1.1346153846153846,21.0,0.40384615384615397,90.0,1.25,107.0,1.4861111111111112,-17.0,-0.23611111111111116,170.0,1.3709677419354838,166.0,1.3387096774193548,4.0,0.03225806451612903,165.0,0.9763313609467456,260.0,1.5384615384615385,-95.0,-0.5621301775147929
26,Belgium,234.0,130.0,364.0,119.0,163.0,282.0,84.0,91.0,175.0,437.0,384.0,821.0,0.5354691075514875,0.7276887871853547,0.3385416666666667,0.5755208333333334,0.44336175395858707,0.656516443361754,117.0,54.0,171.0,80.0,101.0,181.0,51.0,51.0,102.0,248.0,206.0,454.0,0.4717741935483871,0.6774193548387096,0.2621359223300971,0.5097087378640777,0.3766519823788546,0.6013215859030837,193.0,101.0,73.0,367.0,0.5258855585831063,0.7247956403269755,898.0,2.054919908466819,578.0,1.322654462242563,320.0,0.7322654462242562,572.0,1.4895833333333333,681.0,1.7734375,-109.0,-0.28385416666666674,1470.0,1.7904993909866016,211.0,0.2570036540803898,1259.0,1.5334957369062119,478.0,1.9274193548387097,390.0,1.5725806451612903,88.0,0.3548387096774195,303.0,1.470873786407767,445.0,2.1601941747572817,-142.0,-0.6893203883495147,781.0,1.7202643171806167,835.0,1.8392070484581498,-54.0,-0.11894273127753303,689.0,1.8773841961852862,424.0,1.1553133514986376,265.0,0.7220708446866485
