,team,home_wins,away_wins,total_wins,home_losses,away_losses,total_losses,home_draws,away_draws,total_draws,home_games_played,away_games_played,total_games_played,home_win_pct,home_unbeaten_pct,away_win_pct,away_unbeaten_pct,win_pct,unbeaten_pct,home_friendly_wins,away_friendly_wins,total_friendly_wins,home_friendly_losses,away_friendly_losses,total_friendly_losses,home_friendly_draws,away_friendly_draws,total_friendly_draws,home_friendly_games_played,away_friendly_games_played,total_friendly_games_played,home_friendly_win_pct,home_friendly_unbeaten_pct,away_friendly_win_pct,away_friendly_unbeaten_pct,friendly_win_pct,friendly_unbeaten_pct,tournament_wins,tournament_losses,tournament_draws,tournament_games_played,tournament_win_pct,tournament_unbeaten_pct,home_goals_for,average_home_goals_for,home_goals_against,average_home_goals_against,home_goal_difference,average_home_goal_difference,away_goals_for,average_away_goals_for,away_goals_against,average_away_goals_against,away_goal_difference,average_away_goal_difference,goals_for,average_goals_for,goal_difference,average_goal_difference,goals_against,average_goals_against,friendly_home_goals_for,average_friendly_home_goals_for,friendly_home_goals_against,average_friendly_home_goals_against,friendly_home_goal_difference,average_friendly_home_goal_difference,friendly_away_goals_for,average_friendly_away_goals_for,friendly_away_goals_against,average_friendly_away_goals_against,friendly_away_goal_difference,average_friendly_away_goal_difference,friendly_goals_for,average_friendly_goals_for,friendly_goals_against,average_friendly_goals_against,friendly_goal_difference,friendly_average_goal_difference,tournament_goals_for,average_tournament_goals_for,tournament_goals_against,average_tournament_goals_against,tournament_goal_difference,average_tournament_goal_difference
253,Sudan,89.0,56.0,145.0,55.0,134.0,189.0,49.0,61.0,110.0,193.0,251.0,444.0,0.46113989637305697,0.7150259067357513,0.22310756972111553,0.46613545816733065,0.32657657657657657,0.5743243243243243,20.0,14.0,34.0,12.0,38.0,50.0,13.0,25.0,38.0,45.0,77.0,122.0,0.4444444444444444,0.7333333333333333,0.18181818181818182,0.5064935064935064,0.2786885245901639,0.5901639344262295,111.0,139.0,72.0,322.0,0.3447204968944099,0.5683229813664596,272.0,1.4093264248704662,206.0,1.067357512953368,66.0,0.34196891191709833,221.0,0.8804780876494024,401.0,1.597609561752988,-180.0,-0.7171314741035856,493.0,1.1103603603603605,-114.0,-0.25675675675675674,607.0,1.367117117117117,66.0,1.4666666666666666,52.0,1.1555555555555554,14.0,0.3111111111111111,66.0,0.8571428571428571,131.0,1.7012987012987013,-65.0,-0.8441558441558442,132.0,1.0819672131147542,183.0,1.5,-51.0,-0.4180327868852459,361.0,1.1211180124223603,424.0,1.3167701863354038,-63.0,-0.1956521739130435
254,Suriname,99.0,64.0,163.0,35.0,90.0,125.0,35.0,52.0,87.0,169.0,206.0,375.0,0.5857988165680473,0.7928994082840237,0.3106796116504854,0.5631067961165048,0.43466666666666665,0.6666666666666666,52.0,31.0,83.0,16.0,34.0,50.0,16.0,20.0,36.0,84.0,85.0,169.0,0.6190476190476191,0.8095238095238095,0.36470588235294116,0.6,0.4911242603550296,0.7041420118343196,80.0,75.0,51.0,206.0,0.3883495145631068,0.6359223300970874,412.0,2.437869822485207,190.0,1.1242603550295858,222.0,1.3136094674556213,301.0,1.4611650485436893,348.0,1.6893203883495145,-47.0,-0.22815533980582514,713.0,1.9013333333333333,175.0,0.4666666666666667,538.0,1.4346666666666668,227.0,2.7023809523809526,96.0,1.1428571428571428,131.0,1.5595238095238098,150.0,1.7647058823529411,149.0,1.7529411764705882,1.0,0.0117647058823529,377.0,2.230769230769231,245.0,1.4497041420118344,132.0,0.7810650887573964,336.0,1.6310679611650485,293.0,1.4223300970873787,43.0,0.2087378640776699
255,Sweden,307.0,223.0,530.0,106.0,208.0,314.0,107.0,122.0,229.0,520.0,553.0,1073.0,0.5903846153846154,0.7961538461538461,0.40325497287522605,0.6238698010849909,0.4939422180801491,0.7073625349487418,146.0,106.0,252.0,57.0,118.0,175.0,57.0,66.0,123.0,260.0,290.0,550.0,0.5615384615384615,0.7807692307692308,0.36551724137931035,0.593103448275862,0.4581818181818182,0.6818181818181818,278.0,139.0,106.0,523.0,0.5315487571701721,0.734225621414914,1204.0,2.3153846153846156,584.0,1.123076923076923,620.0,1.1923076923076925,906.0,1.6383363471971066,789.0,1.426763110307414,117.0,0.21157323688969254,2110.0,1.966449207828518,737.0,0.6868592730661697,1373.0,1.2795899347623485,626.0,2.4076923076923076,346.0,1.3307692307692307,280.0,1.0769230769230769,440.0,1.5172413793103448,429.0,1.4793103448275862,11.0,0.037931034482758585,1066.0,1.9381818181818182,775.0,1.4090909090909092,291.0,0.5290909090909091,1044.0,1.9961759082217974,598.0,1.1434034416826004,446.0,0.8527724665391969
256,Switzerland,194.0,111.0,305.0,141.0,218.0,359.0,99.0,92.0,191.0,434.0,421.0,855.0,0.4470046082949309,0.6751152073732719,0.26365795724465557,0.4821852731591449,0.3567251461988304,0.5801169590643275,103.0,50.0,153.0,95.0,121.0,216.0,48.0,47.0,95.0,246.0,218.0,464.0,0.4186991869918699,0.6138211382113821,0.22935779816513763,0.44495412844036697,0.3297413793103448,0.5344827586206896,152.0,143.0,96.0,391.0,0.3887468030690537,0.6342710997442456,751.0,1.7304147465437787,599.0,1.380184331797235,152.0,0.3502304147465436,513.0,1.2185273159144894,812.0,1.9287410926365796,-299.0,-0.7102137767220902,1264.0,1.4783625730994152,-147.0,-0.17192982456140352,1411.0,1.6502923976608188,392.0,1.5934959349593496,372.0,1.5121951219512195,20.0,0.08130081300813008,253.0,1.1605504587155964,446.0,2.0458715596330275,-193.0,-0.8853211009174311,645.0,1.3900862068965518,818.0,1.7629310344827587,-173.0,-0.3728448275862069,619.0,1.5831202046035806,593.0,1.5166240409207161,26.0,0.06649616368286446
257,Syria,84.0,79.0,163.0,50.0,134.0,184.0,41.0,76.0,117.0,175.0,289.0,464.0,0.48,0.7142857142857143,0.27335640138408307,0.5363321799307958,0.35129310344827586,0.603448275862069,16.0,28.0,44.0,17.0,60.0,77.0,13.0,39.0,52.0,46.0,127.0,173.0,0.34782608695652173,0.6304347826086957,0.2204724409448819,0.5275590551181102,0.2543352601156069,0.5549132947976878,119.0,107.0,65.0,291.0,0.40893470790378006,0.6323024054982818,336.0,1.92,179.0,1.022857142857143,157.0,0.897142857142857,325.0,1.1245674740484428,435.0,1.505190311418685,-110.0,-0.3806228373702423,661.0,1.4245689655172413,47.0,0.10129310344827586,614.0,1.3232758620689655,65.0,1.4130434782608696,54.0,1.173913043478261,11.0,0.23913043478260865,115.0,0.905511811023622,198.0,1.5590551181102361,-83.0,-0.6535433070866141,180.0,1.0404624277456647,252.0,1.4566473988439306,-72.0,-0.4161849710982659,481.0,1.6529209621993126,362.0,1.2439862542955327,119.0,0.40893470790378006
258,Székely Land,7.0,2.0,9.0,4.0,11.0,15.0,1.0,2.0,3.0,12.0,15.0,27.0,0.5833333333333334,0.6666666666666666,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.4444444444444444,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,15.0,3.0,26.0,0.3076923076923077,0.4230769230769231,38.0,3.1666666666666665,19.0,1.5833333333333333,19.0,1.5833333333333333,18.0,1.2,37.0,2.466666666666667,-19.0,-1.2666666666666668,56.0,2.074074074074074,0.0,0.0,56.0,2.074074074074074,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,53.0,2.0384615384615383,56.0,2.1538461538461537,-3.0,-0.11538461538461539
259,Sápmi,10.0,2.0,12.0,8.0,7.0,15.0,1.0,1.0,2.0,19.0,10.0,29.0,0.5263157894736842,0.5789473684210527,0.2,0.3,0.41379310344827586,0.4827586206896552,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,2.0,28.0,0.42857142857142855,0.5,72.0,3.789473684210526,27.0,1.4210526315789473,45.0,2.3684210526315788,18.0,1.8,27.0,2.7,-9.0,-0.9000000000000001,90.0,3.103448275862069,36.0,1.2413793103448276,54.0,1.8620689655172413,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,-1.0,-1.0,2.0,2.0,3.0,3.0,-1.0,-1.0,88.0,3.142857142857143,51.0,1.8214285714285714,37.0,1.3214285714285714
260,São Tomé and Príncipe,7.0,1.0,8.0,16.0,29.0,45.0,3.0,5.0,8.0,26.0,35.0,61.0,0.2692307692307692,0.38461538461538464,0.02857142857142857,0.17142857142857143,0.13114754098360656,0.26229508196721313,0.0,0.0,0.0,3.0,4.0,7.0,2.0,1.0,3.0,5.0,5.0,10.0,0.0,0.4,0.0,0.2,0.0,0.3,8.0,38.0,5.0,51.0,0.1568627450980392,0.2549019607843137,21.0,0.8076923076923077,51.0,1.9615384615384615,-30.0,-1.1538461538461537,26.0,0.7428571428571429,110.0,3.142857142857143,-84.0,-2.4,47.0,0.7704918032786885,-114.0,-1.8688524590163935,161.0,2.639344262295082,7.0,1.4,11.0,2.2,-4.0,-0.8000000000000003,6.0,1.2,16.0,3.2,-10.0,-2.0,13.0,1.3,27.0,2.7,-14.0,-1.4,34.0,0.6666666666666666,134.0,2.627450980392157,-100.0,-1.9607843137254901
261,Tahiti,69.0,58.0,127.0,31.0,45.0,76.0,13.0,17.0,30.0,113.0,120.0,233.0,0.6106194690265486,0.7256637168141593,0.48333333333333334,0.625,0.5450643776824035,0.6738197424892703,17.0,14.0,31.0,10.0,13.0,23.0,5.0,7.0,12.0,32.0,34.0,66.0,0.53125,0.6875,0.4117647058823529,0.6176470588235294,0.4696969696969697,0.6515151515151515,96.0,53.0,18.0,167.0,0.5748502994011976,0.6826347305389222,353.0,3.1238938053097347,137.0,1.2123893805309736,216.0,1.9115044247787611,294.0,2.45,220.0,1.8333333333333333,74.0,0.6166666666666669,647.0,2.776824034334764,290.0,1.2446351931330473,357.0,1.5321888412017168,67.0,2.09375,50.0,1.5625,17.0,0.53125,56.0,1.6470588235294117,68.0,2.0,-12.0,-0.3529411764705883,123.0,1.8636363636363635,118.0,1.7878787878787878,5.0,0.07575757575757576,524.0,3.1377245508982035,239.0,1.4311377245508983,285.0,1.7065868263473054
262,Taiwan,30.0,32.0,62.0,31.0,101.0,132.0,8.0,21.0,29.0,69.0,154.0,223.0,0.43478260869565216,0.5507246376811594,0.2077922077922078,0.34415584415584416,0.27802690582959644,0.4080717488789238,6.0,10.0,16.0,1.0,17.0,18.0,3.0,6.0,9.0,10.0,33.0,43.0,0.6,0.9,0.30303030303030304,0.48484848484848486,0.37209302325581395,0.5813953488372093,46.0,114.0,20.0,180.0,0.25555555555555554,0.36666666666666664,98.0,1.4202898550724639,114.0,1.6521739130434783,-16.0,-0.2318840579710144,191.0,1.2402597402597402,449.0,2.9155844155844157,-258.0,-1.6753246753246755,289.0,1.295964125560538,-274.0,-1.2286995515695067,563.0,2.524663677130045,21.0,2.1,8.0,0.8,13.0,1.3,54.0,1.6363636363636365,82.0,2.484848484848485,-28.0,-0.8484848484848484,75.0,1.744186046511628,90.0,2.0930232558139537,-15.0,-0.3488372093023256,214.0,1.1888888888888889,473.0,2.6277777777777778,-259.0,-1.4388888888888889
263,Tajikistan,38.0,31.0,69.0,23.0,52.0,75.0,15.0,25.0,40.0,76.0,108.0,184.0,0.5,0.6973684210526315,0.28703703703703703,0.5185185185185185,0.375,0.592391304347826,8.0,8.0,16.0,3.0,28.0,31.0,5.0,10.0,15.0,16.0,46.0,62.0,0.5,0.8125,0.17391304347826086,0.391304347826087,0.25806451612903225,0.5,53.0,44.0,25.0,122.0,0.4344262295081967,0.639344262295082,149.0,1.9605263157894737,79.0,1.0394736842105263,70.0,0.9210526315789473,121.0,1.1203703703703705,180.0,1.6666666666666667,-59.0,-0.5462962962962963,270.0,1.4673913043478262,11.0,0.059782608695652176,259.0,1.4076086956521738,31.0,1.9375,18.0,1.125,13.0,0.8125,40.0,0.8695652173913043,91.0,1.9782608695652173,-51.0,-1.108695652173913,71.0,1.1451612903225807,109.0,1.7580645161290323,-38.0,-0.6129032258064516,199.0,1.6311475409836065,150.0,1.2295081967213115,49.0,0.4016393442622951
264,Tamil Eelam,6.0,6.0,12.0,5.0,7.0,12.0,0.0,0.0,0.0,11.0,13.0,24.0,0.5454545454545454,0.5454545454545454,0.46153846153846156,0.46153846153846156,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,11.0,12.0,0.0,23.0,0.4782608695652174,0.4782608695652174,28.0,2.5454545454545454,30.0,2.727272727272727,-2.0,-0.18181818181818166,30.0,2.3076923076923075,30.0,2.3076923076923075,0.0,0.0,58.0,2.4166666666666665,-2.0,-0.08333333333333333,60.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,53.0,2.3043478260869565,60.0,2.608695652173913,-7.0,-0.30434782608695654
265,Tanzania,112.0,46.0,158.0,87.0,164.0,251.0,86.0,79.0,165.0,285.0,289.0,574.0,0.3929824561403509,0.6947368421052632,0.15916955017301038,0.43252595155709345,0.27526132404181186,0.5627177700348432,54.0,19.0,73.0,37.0,74.0,111.0,38.0,40.0,78.0,129.0,133.0,262.0,0.4186046511627907,0.7131782945736435,0.14285714285714285,0.44360902255639095,0.2786259541984733,0.5763358778625954,85.0,140.0,87.0,312.0,0.2724358974358974,0.5512820512820513,390.0,1.368421052631579,338.0,1.1859649122807017,52.0,0.18245614035087732,251.0,0.8685121107266436,521.0,1.8027681660899655,-270.0,-0.9342560553633219,641.0,1.1167247386759582,-218.0,-0.3797909407665505,859.0,1.4965156794425087,189.0,1.4651162790697674,176.0,1.3643410852713178,13.0,0.10077519379844957,119.0,0.8947368421052632,269.0,2.0225563909774436,-150.0,-1.1278195488721803,308.0,1.1755725190839694,445.0,1.6984732824427482,-137.0,-0.5229007633587787,333.0,1.0673076923076923,414.0,1.3269230769230769,-81.0,-0.25961538461538464
266,Thailand,232.0,89.0,321.0,118.0,198.0,316.0,96.0,105.0,201.0,446.0,392.0,838.0,0.5201793721973094,0.7354260089686099,0.22704081632653061,0.49489795918367346,0.383054892601432,0.6229116945107399,44.0,9.0,53.0,22.0,27.0,49.0,18.0,9.0,27.0,84.0,45.0,129.0,0.5238095238095238,0.7380952380952381,0.2,0.4,0.4108527131782946,0.6201550387596899,268.0,267.0,174.0,709.0,0.37799717912552894,0.6234132581100141,840.0,1.883408071748879,512.0,1.147982062780269,328.0,0.73542600896861,485.0,1.2372448979591837,744.0,1.8979591836734695,-259.0,-0.6607142857142858,1325.0,1.581145584725537,69.0,0.08233890214797136,1256.0,1.4988066825775657,152.0,1.8095238095238095,91.0,1.0833333333333333,61.0,0.7261904761904763,51.0,1.1333333333333333,115.0,2.5555555555555554,-64.0,-1.422222222222222,203.0,1.573643410852713,206.0,1.5968992248062015,-3.0,-0.023255813953488372,1122.0,1.5825105782792666,1050.0,1.4809590973201692,72.0,0.10155148095909731
267,Timor-Leste,4.0,2.0,6.0,13.0,45.0,58.0,1.0,3.0,4.0,18.0,50.0,68.0,0.2222222222222222,0.2777777777777778,0.04,0.1,0.08823529411764706,0.14705882352941177,1.0,0.0,1.0,0.0,8.0,8.0,0.0,1.0,1.0,1.0,9.0,10.0,1.0,1.0,0.0,0.1111111111111111,0.1,0.2,5.0,50.0,3.0,58.0,0.08620689655172414,0.13793103448275862,21.0,1.1666666666666667,57.0,3.1666666666666665,-36.0,-1.9999999999999998,39.0,0.78,176.0,3.52,-137.0,-2.74,60.0,0.8823529411764706,-173.0,-2.5441176470588234,233.0,3.426470588235294,1.0,1.0,0.0,0.0,1.0,1.0,6.0,0.6666666666666666,25.0,2.7777777777777777,-19.0,-2.111111111111111,7.0,0.7,25.0,2.5,-18.0,-1.8,53.0,0.9137931034482759,208.0,3.586206896551724,-155.0,-2.6724137931034484
268,Togo,87.0,50.0,137.0,45.0,140.0,185.0,43.0,64.0,107.0,175.0,254.0,429.0,0.49714285714285716,0.7428571428571429,0.1968503937007874,0.44881889763779526,0.31934731934731936,0.5687645687645687,32.0,25.0,57.0,17.0,61.0,78.0,16.0,27.0,43.0,65.0,113.0,178.0,0.49230769230769234,0.7384615384615385,0.22123893805309736,0.46017699115044247,0.3202247191011236,0.5617977528089888,80.0,107.0,64.0,251.0,0.3187250996015936,0.5737051792828686,249.0,1.4228571428571428,166.0,0.9485714285714286,83.0,0.4742857142857142,223.0,0.8779527559055118,431.0,1.6968503937007875,-208.0,-0.8188976377952757,472.0,1.1002331002331003,-125.0,-0.2913752913752914,597.0,1.3916083916083917,95.0,1.4615384615384615,65.0,1.0,30.0,0.46153846153846145,110.0,0.9734513274336283,199.0,1.761061946902655,-89.0,-0.7876106194690267,205.0,1.151685393258427,264.0,1.4831460674157304,-59.0,-0.33146067415730335,267.0,1.0637450199203187,333.0,1.3266932270916334,-66.0,-0.26294820717131473
269,Tonga,9.0,6.0,15.0,17.0,26.0,43.0,1.0,5.0,6.0,27.0,37.0,64.0,0.3333333333333333,0.37037037037037035,0.16216216216216217,0.2972972972972973,0.234375,0.328125,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,15.0,41.0,5.0,61.0,0.2459016393442623,0.32786885245901637,36.0,1.3333333333333333,81.0,3.0,-45.0,-1.6666666666666667,40.0,1.0810810810810811,164.0,4.4324324324324325,-124.0,-3.3513513513513513,76.0,1.1875,-169.0,-2.640625,245.0,3.828125,2.0,1.0,3.0,1.5,-1.0,-0.5,0.0,0.0,5.0,5.0,-5.0,-5.0,2.0,0.6666666666666666,8.0,2.6666666666666665,-6.0,-2.0,74.0,1.2131147540983607,237.0,3.8852459016393444,-163.0,-2.6721311475409837
270,Trinidad and Tobago,186.0,126.0,312.0,74.0,180.0,254.0,69.0,84.0,153.0,329.0,390.0,719.0,0.5653495440729484,0.7750759878419453,0.3230769230769231,0.5384615384615384,0.4339360222531293,0.6467315716272601,88.0,64.0,152.0,31.0,97.0,128.0,37.0,50.0,87.0,156.0,211.0,367.0,0.5641025641025641,0.8012820512820513,0.3033175355450237,0.5402843601895735,0.4141689373297003,0.6512261580381471,160.0,126.0,66.0,352.0,0.45454545454545453,0.6420454545454546,691.0,2.1003039513677813,320.0,0.9726443768996961,371.0,1.127659574468085,526.0,1.3487179487179488,622.0,1.594871794871795,-96.0,-0.24615384615384617,1217.0,1.6926286509040334,275.0,0.38247566063977745,942.0,1.310152990264256,313.0,2.0064102564102564,140.0,0.8974358974358975,173.0,1.108974358974359,290.0,1.3744075829383886,333.0,1.5781990521327014,-43.0,-0.2037914691943128,603.0,1.6430517711171662,473.0,1.2888283378746594,130.0,0.3542234332425068,614.0,1.7443181818181819,469.0,1.3323863636363635,145.0,0.4119318181818182
271,Tunisia,193.0,88.0,281.0,59.0,127.0,186.0,86.0,95.0,181.0,338.0,310.0,648.0,0.5710059171597633,0.8254437869822485,0.2838709677419355,0.5903225806451613,0.43364197530864196,0.7129629629629629,87.0,24.0,111.0,41.0,52.0,93.0,48.0,34.0,82.0,176.0,110.0,286.0,0.4943181818181818,0.7670454545454546,0.21818181818181817,0.5272727272727272,0.3881118881118881,0.6748251748251748,170.0,93.0,99.0,362.0,0.4696132596685083,0.7430939226519337,589.0,1.742603550295858,265.0,0.7840236686390533,324.0,0.9585798816568046,341.0,1.1,398.0,1.2838709677419355,-57.0,-0.18387096774193545,930.0,1.4351851851851851,267.0,0.41203703703703703,663.0,1.0231481481481481,267.0,1.5170454545454546,161.0,0.9147727272727273,106.0,0.6022727272727273,117.0,1.0636363636363637,172.0,1.5636363636363637,-55.0,-0.5,384.0,1.3426573426573427,333.0,1.1643356643356644,51.0,0.17832167832167833,546.0,1.5082872928176796,330.0,0.9116022099447514,216.0,0.5966850828729282
272,Turkey,135.0,107.0,242.0,86.0,139.0,225.0,73.0,75.0,148.0,294.0,321.0,615.0,0.45918367346938777,0.7074829931972789,0.3333333333333333,0.5669781931464174,0.3934959349593496,0.6341463414634146,58.0,55.0,113.0,38.0,56.0,94.0,43.0,37.0,80.0,139.0,148.0,287.0,0.4172661870503597,0.7266187050359713,0.3716216216216216,0.6216216216216216,0.39372822299651566,0.6724738675958188,129.0,131.0,68.0,328.0,0.3932926829268293,0.600609756097561,461.0,1.5680272108843538,345.0,1.1734693877551021,116.0,0.3945578231292517,387.0,1.205607476635514,527.0,1.6417445482866044,-140.0,-0.4361370716510904,848.0,1.3788617886178862,-24.0,-0.03902439024390244,872.0,1.4178861788617887,199.0,1.4316546762589928,166.0,1.1942446043165467,33.0,0.23741007194244612,192.0,1.2972972972972974,232.0,1.5675675675675675,-40.0,-0.2702702702702702,391.0,1.362369337979094,398.0,1.386759581881533,-7.0,-0.024390243902439025,457.0,1.3932926829268293,474.0,1.4451219512195121,-17.0,-0.051829268292682924
273,Turkmenistan,33.0,26.0,59.0,19.0,58.0,77.0,13.0,18.0,31.0,65.0,102.0,167.0,0.5076923076923077,0.7076923076923077,0.2549019607843137,0.43137254901960786,0.3532934131736527,0.5389221556886228,4.0,7.0,11.0,1.0,28.0,29.0,4.0,4.0,8.0,9.0,39.0,48.0,0.4444444444444444,0.8888888888888888,0.1794871794871795,0.28205128205128205,0.22916666666666666,0.3958333333333333,48.0,48.0,23.0,119.0,0.40336134453781514,0.5966386554621849,123.0,1.8923076923076922,73.0,1.123076923076923,50.0,0.7692307692307692,126.0,1.2352941176470589,185.0,1.8137254901960784,-59.0,-0.5784313725490196,249.0,1.4910179640718564,-9.0,-0.05389221556886228,258.0,1.5449101796407185,18.0,2.0,6.0,0.6666666666666666,12.0,1.3333333333333335,33.0,0.8461538461538461,76.0,1.9487179487179487,-43.0,-1.1025641025641026,51.0,1.0625,82.0,1.7083333333333333,-31.0,-0.6458333333333334,198.0,1.6638655462184875,176.0,1.4789915966386555,22.0,0.18487394957983194
274,Turks and Caicos Islands,5.0,5.0,10.0,11.0,20.0,31.0,2.0,3.0,5.0,18.0,28.0,46.0,0.2777777777777778,0.3888888888888889,0.17857142857142858,0.2857142857142857,0.21739130434782608,0.32608695652173914,0.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.2,0.2,0.2,0.2,9.0,27.0,5.0,41.0,0.21951219512195122,0.34146341463414637,19.0,1.0555555555555556,64.0,3.5555555555555554,-45.0,-2.5,27.0,0.9642857142857143,110.0,3.9285714285714284,-83.0,-2.964285714285714,46.0,1.0,-128.0,-2.782608695652174,174.0,3.782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,18.0,3.6,-13.0,-2.6,5.0,1.0,18.0,3.6,-13.0,-2.6,41.0,1.0,156.0,3.8048780487804876,-115.0,-2.8048780487804876
275,Tuvalu,5.0,3.0,8.0,7.0,20.0,27.0,1.0,3.0,4.0,13.0,26.0,39.0,0.38461538461538464,0.46153846153846156,0.11538461538461539,0.23076923076923078,0.20512820512820512,0.3076923076923077,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.5,0.5,7.0,26.0,4.0,37.0,0.1891891891891892,0.2972972972972973,18.0,1.3846153846153846,42.0,3.230769230769231,-24.0,-1.8461538461538463,27.0,1.0384615384615385,166.0,6.384615384615385,-139.0,-5.346153846153847,45.0,1.1538461538461537,-163.0,-4.17948717948718,208.0,5.333333333333333,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,9.0,-9.0,-9.0,3.0,1.5,9.0,4.5,-6.0,-3.0,42.0,1.135135135135135,199.0,5.378378378378378,-157.0,-4.243243243243243
276,Uganda,168.0,106.0,274.0,53.0,158.0,211.0,74.0,105.0,179.0,295.0,369.0,664.0,0.5694915254237288,0.8203389830508474,0.2872628726287263,0.5718157181571816,0.4126506024096386,0.6822289156626506,57.0,49.0,106.0,21.0,72.0,93.0,31.0,52.0,83.0,109.0,173.0,282.0,0.5229357798165137,0.8073394495412844,0.2832369942196532,0.5838150289017341,0.375886524822695,0.6702127659574468,168.0,118.0,96.0,382.0,0.4397905759162304,0.6910994764397905,573.0,1.9423728813559322,261.0,0.8847457627118644,312.0,1.0576271186440678,424.0,1.1490514905149052,522.0,1.4146341463414633,-98.0,-0.26558265582655816,997.0,1.5015060240963856,214.0,0.32228915662650603,783.0,1.1792168674698795,253.0,2.3211009174311927,129.0,1.18348623853211,124.0,1.1376146788990826,214.0,1.2369942196531791,255.0,1.4739884393063585,-41.0,-0.23699421965317935,467.0,1.6560283687943262,384.0,1.3617021276595744,83.0,0.29432624113475175,530.0,1.387434554973822,399.0,1.044502617801047,131.0,0.34293193717277487
277,Ukraine,82.0,59.0,141.0,26.0,56.0,82.0,45.0,44.0,89.0,153.0,159.0,312.0,0.5359477124183006,0.8300653594771242,0.3710691823899371,0.6477987421383647,0.4519230769230769,0.7371794871794872,34.0,19.0,53.0,9.0,23.0,32.0,18.0,19.0,37.0,61.0,61.0,122.0,0.5573770491803278,0.8524590163934426,0.3114754098360656,0.6229508196721312,0.4344262295081967,0.7377049180327869,88.0,50.0,52.0,190.0,0.4631578947368421,0.7368421052631579,233.0,1.522875816993464,116.0,0.7581699346405228,117.0,0.7647058823529411,205.0,1.2893081761006289,202.0,1.270440251572327,3.0,0.018867924528301883,438.0,1.4038461538461537,120.0,0.38461538461538464,318.0,1.0192307692307692,101.0,1.6557377049180328,50.0,0.819672131147541,51.0,0.8360655737704918,67.0,1.098360655737705,81.0,1.3278688524590163,-14.0,-0.2295081967213113,168.0,1.3770491803278688,131.0,1.0737704918032787,37.0,0.30327868852459017,270.0,1.4210526315789473,187.0,0.9842105263157894,83.0,0.4368421052631579
278,United Arab Emirates,167.0,70.0,237.0,89.0,117.0,206.0,80.0,63.0,143.0,336.0,250.0,586.0,0.49702380952380953,0.7351190476190477,0.28,0.532,0.4044368600682594,0.6484641638225256,63.0,15.0,78.0,39.0,30.0,69.0,39.0,19.0,58.0,141.0,64.0,205.0,0.44680851063829785,0.723404255319149,0.234375,0.53125,0.3804878048780488,0.6634146341463415,159.0,137.0,85.0,381.0,0.41732283464566927,0.6404199475065617,568.0,1.6904761904761905,371.0,1.1041666666666667,197.0,0.5863095238095237,261.0,1.044,361.0,1.444,-100.0,-0.3999999999999999,829.0,1.4146757679180888,97.0,0.16552901023890784,732.0,1.2491467576791808,227.0,1.6099290780141844,180.0,1.2765957446808511,47.0,0.33333333333333326,61.0,0.953125,82.0,1.28125,-21.0,-0.328125,288.0,1.4048780487804877,262.0,1.278048780487805,26.0,0.12682926829268293,541.0,1.4199475065616798,470.0,1.2335958005249343,71.0,0.18635170603674542
279,United Koreans in Japan,2.0,1.0,3.0,2.0,1.0,3.0,4.0,2.0,6.0,8.0,4.0,12.0,0.25,0.75,0.25,0.75,0.25,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,11.0,0.18181818181818182,0.7272727272727273,9.0,1.125,7.0,0.875,2.0,0.25,11.0,2.75,4.0,1.0,7.0,1.75,20.0,1.6666666666666667,9.0,0.75,11.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,11.0,1.0,11.0,1.0,0.0,0.0
